Interval,Filename
3909.0,M_12_Andrews_FR1_fed01404262202.csv
45.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
26.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
38.0,M_12_Andrews_FR1_fed01404262202.csv
1672.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
656.0,M_12_Andrews_FR1_fed01404262202.csv
2290.0,M_12_Andrews_FR1_fed01404262202.csv
74.0,M_12_Andrews_FR1_fed01404262202.csv
37.0,M_12_Andrews_FR1_fed01404262202.csv
1783.0,M_12_Andrews_FR1_fed01404262202.csv
2931.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
17.0,M_12_Andrews_FR1_fed01404262202.csv
4662.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
31.0,M_12_Andrews_FR1_fed01404262202.csv
17.0,M_12_Andrews_FR1_fed01404262202.csv
